instructions,inputs,aspects,outputs
Please extract the sentiment polarity for the given aspect in the review:,"É um hotel pequeno mas com o conforto necessário, limpo, os funcionarios são muito atenciosos e sempre dispostos a ajudar.",conforto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Um excelente hotel, a melhor opção para a grande cidade de NY: decoração acolhedora, quartos confortáveis e espaçosos, colaboradores muito simpáticos e atenciosos (com especial destaque para o doorman Jeffrey que é impecável), muito bem localizado e numa zona sossegada dada a proximidade de Times Square.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Um excelente hotel, a melhor opção para a grande cidade de NY: decoração acolhedora, quartos confortáveis e espaçosos, colaboradores muito simpáticos e atenciosos (com especial destaque para o doorman Jeffrey que é impecável), muito bem localizado e numa zona sossegada dada a proximidade de Times Square.",cidade,positiva
Please extract the sentiment polarity for the given aspect in the review:,A relação qualidade preço é excelente.,preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel.",luxo,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel.",hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os funcionários são atenciosos, mas realmente o hotel é bem fraco.",funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Não volto, pois o preço nao é tão mais barato que os demais.",preço,negativa
Please extract the sentiment polarity for the given aspect in the review:,Localização ok.,localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.",recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.",corredor,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.",carpete,negativa
Please extract the sentiment polarity for the given aspect in the review:,Foi a segunda vez que me hospedei nesse hotel em Paris.,hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Para mim, o ponto alto é a localização, pertinho da Praça da Bastilha.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Para mim, o ponto alto é a localização, pertinho da Praça da Bastilha.",praça,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Além disso, fui bem tratado e os funcionários se esforçaram para satisfazer tudo o que eu queria.",funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,É claro que segue o padrão da rede Ibis e vc não tem o luxo de outros hotéis.,padrão,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Mas, para mim, o mais importante é o preço acessível e, nesse caso, a localização.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel é localizado em um ponto bem tranquilo de Paris, bem próximo da Torre Eiffel, Arco do Triunfo e dos Jardins du Trocadéro.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O atendimento do hotel é bastante educado e prestativo, e atendeu a todas as nossas demandas.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel é confortável, entretanto achei o quarto um pouco pequeno.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã é simples, sem grandes opções mas satisfatório.",café da manhã,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Ficamos, eu e meu marido, uma semana nesse hotel.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Fomos muito bem atendidos sempre, desde a recepção até o restaurante.",recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos são excelentes e grandes, o serviço é top e a comida muito boa.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos são excelentes e grandes, o serviço é top e a comida muito boa.",serviço,positiva
Please extract the sentiment polarity for the given aspect in the review:,Vale a pena ir com amigos ou em casal.,casal,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Reservei esse hotel através do pacote da TAM Viagens , era o único disponível para POA.",hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,Pedi o quarto disponível para pessoas alérgicas.,quarto,neutra
Please extract the sentiment polarity for the given aspect in the review:,A única diferença para o quarto comum é que não tem carpete no chão.,carpete,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Liguei para a recepção reclamando, mas nada fizeram.",recepção,negativa
Please extract the sentiment polarity for the given aspect in the review:,"As toalhas são horríveis, cinzas, pequenas e duras.",toalha,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Para piorar tudo, a internet wi-fi é cobrada e não é barata.",internet,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Hotel muito confortável, antigo mas muito bem conservado.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótimos quartos, roupa de cama impecável e café da manhã excelente.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótimos quartos, roupa de cama impecável e café da manhã excelente.",roupa de cama,positiva
