inputs,instructions,outputs
Please extract the aspect terms in the review:,"Quando voltar à Paris, ficarei nesse hotel novamente!!",Ningún aspecto
Please extract the aspect terms in the review:,"Destacamos a cordialidade e eficiência dos funcionários, o café da manhã muito bom com um atendimento rápido.",funcionários [ssep] café da manhã [ssep] atendimento
Please extract the aspect terms in the review:,"Recomendamos também o restaurante do Hotel, Gabi.",hotel
Please extract the aspect terms in the review:,"A localização, para nós, foi perfeita.",localização
Please extract the aspect terms in the review:,Tivemos a felicidade de passar 4 noites no Sofitel/Nova York.,Ningún aspecto
Please extract the aspect terms in the review:,A experiência foi extremamente positiva.,Ningún aspecto
Please extract the aspect terms in the review:,"Próximo a estações de metrô, e a curtas distâncias de alguns dos principais pontos turísticos da cidade.",Ningún aspecto
Please extract the aspect terms in the review:,Este hotel fica na Rua 32 entre a Quinta Avenida e a Sexta Aveinda ( Av. Das Américas).,hotel [ssep] rua
Please extract the aspect terms in the review:,Quartos e banheiros limpos e com staff bem atensioso.,quarto
Please extract the aspect terms in the review:,Vale a pena pelo menos um jantar nesse local.,jantar
Please extract the aspect terms in the review:,A pé chega-se facilmente a muitos lugares de interesse.,Ningún aspecto
Please extract the aspect terms in the review:,E tem metro a poucos metros.,Ningún aspecto
Please extract the aspect terms in the review:,Ao lado tem um restaurante que pertence ao hotel e é bem aconchegante.,Ningún aspecto
Please extract the aspect terms in the review:,Hotel muito bom!,hotel
Please extract the aspect terms in the review:,Atendimento muito bom pela maioria dos funcionários.,atendimento
Please extract the aspect terms in the review:,"Café da manhã, bar e restaurante dividem um mesmo ambiente, às vezes o local fica tumultuado em virtude disso!",café da manhã
Please extract the aspect terms in the review:,"A princípio nos disponibilizaram um apartamento no último andar com uma vista bonita, porém com um barulho insuportável no banheiro, ao lado de um electric closet, solicitamos a troca do apartamento e isso foi solucionado.",Ningún aspecto
Please extract the aspect terms in the review:,"Room Tip: Evite apartamentos ao lado do electric closet, tinha um ruído horrível!!!",Ningún aspecto
Please extract the aspect terms in the review:,"O serviço, é um dos melhores em hotel, que já tive a oportunidade de conhecer.",serviço [ssep] hotel
Please extract the aspect terms in the review:,Manobrista e internet free.,internet
Please extract the aspect terms in the review:,"Quarto lindo, tudo digital, desde a persiana até a solicitação de serviço de quarto.",quarto
Please extract the aspect terms in the review:,"Pra completar, checkout via monitor (tv).",tv
Please extract the aspect terms in the review:,"Ele não fica na Strip, mas lado a lado com Aria e Bellagio.",Ningún aspecto
Please extract the aspect terms in the review:,"Então, é silencioso, limpo, confortável.",Ningún aspecto
Please extract the aspect terms in the review:,"Voltando a Las Vegas, seria uma ótima opção!",Ningún aspecto
Please extract the aspect terms in the review:,"O Hotel não é nada bonito por fora, o cassino tb não tem nada demais.",cassino
Please extract the aspect terms in the review:,"Porém, nosso quarto era excelente, duas queens beds bem confortáveis, ar condicionado, banheiro com ótima ducha, bem forte, e limpo.",quarto [ssep] ducha
Please extract the aspect terms in the review:,Tem uma maquina de gelo no corredor que ajudou e muito durante nossa estadia!!,corredor
Please extract the aspect terms in the review:,"Se você não estiver procurando o luxo de Vegas, mas não abre mão de preço, conforto e localização esse é um ótimo lugar para ficar.",preço [ssep] conforto [ssep] localização
Please extract the aspect terms in the review:,Fui com uma amiga para Las Vegas e optamos por ficar bem localizadas.,Ningún aspecto
Please extract the aspect terms in the review:,"Me Hospedei em Março de 2012, o hotel é bom, café da manhã bom, longe do centro de Paris mas de metro uns 15 minutos.",hotel [ssep] café da manhã
Please extract the aspect terms in the review:,"Para quem nunca foi a Paris eu não recomendo, pois não é pratico a localização.",localização
Please extract the aspect terms in the review:,"O preço é bom, pouquissimos restaurante perto, ahh tem um Mac Donalds...internet free no quarto boa conexão ( o recepção disponibiliza senha pra acesso).",preço [ssep] internet [ssep] recepção
Please extract the aspect terms in the review:,"Quarto limpo não cheira mofo, banheiro simples mas bom, ponto negativo é o chuveiro, é aquelas duchas de mão que fixa na parede, nada pratico..",chuveiro [ssep] ducha
Please extract the aspect terms in the review:,"Funcionários muito simpáticos, falam inglês e dão óptimas dicas sobre a melhor forma de ter umas boas férias em Paris.",funcionários
Please extract the aspect terms in the review:,Independentemente da hora a que saiamos do quarto quando voltávamos ele estava limpo e com as toalhas mudadas.,toalha
Please extract the aspect terms in the review:,"Muito bem localizado, junto à estação de Nation que tem ligação para todos os locais de interesse da cidade de Paris.",Ningún aspecto
Please extract the aspect terms in the review:,Muito limpo: os funcionários são muito interessados no bem estar dos hóspedes.,Ningún aspecto
Please extract the aspect terms in the review:,"Foi uma surpresa, no site haviam fotos antigas do apartamento e quando chegamos lá o hotel está sendo reformado e está tudo novo.",hotel
Please extract the aspect terms in the review:,"A localização é excelente, perto de atrações, restaurantes e metrô.",localização
Please extract the aspect terms in the review:,"Não contratamos o café da manhã por isso não posso dar minha opinião, mas com relação a limpeza gostei muito.",café da manhã [ssep] limpeza
Please extract the aspect terms in the review:,"Viajamos 4 pessoas (2 adultos + 2 crianças), localização do hotel junto ao Pigalle com todos os seus bares e sexshops (algum ruido durante a noite mas conseguia-se dormir razoavelmente), hotel renovado recentemente como tal nada acrescentar.",localização [ssep] hotel
Please extract the aspect terms in the review:,"Sala pequeno almoço junto á recepção e com muito poucos lugares, em três dias consecutivos, tivemos que esperar uma media de 10-15 min por uma mesa.",recepção
Please extract the aspect terms in the review:,Estive em Paris por poucos dias e a localização do hotel facilitou muito a minha visita.,localização [ssep] hotel
Please extract the aspect terms in the review:,Escolhi ficar próxima da praça da Bastille por saber que conseguiria andar e ficar próxima de quase tudo.,praça
Please extract the aspect terms in the review:,"Muito fácil acesso ao metrô, perto de restaurantes, supermercados, lojas e claro da rua do Louvre - Rue de Rivoli.",lojas
Please extract the aspect terms in the review:,O café da manhã é agradável mas sem muitas opções.,café da manhã
Please extract the aspect terms in the review:,A recepcionista Cristina fala português e é muito atenciosa.,Ningún aspecto
Please extract the aspect terms in the review:,Indico para quem procura um hotel simples e prático.,Ningún aspecto
Please extract the aspect terms in the review:,"A única coisa boa neste hotel é a cozinha completa, o banheiro estava em péssimo estado de conservação e limpeza, o chão do quarto enquanto andamos faz barulho parece estar solto, o sofá cama é uma vergonha, fiz a reserva de 3 dias mais só consegui ficar uma noite, quando estava saindo do hotel os vizinhos em baixo estavam fumando maconha, mal frequentado!",cozinha [ssep] limpeza
Please extract the aspect terms in the review:,"café da manhã bom,  Bem localizado como a maioria dos hotéis em Anaheim  Room Tip: Fuja do quarto 2121",café da manhã
Please extract the aspect terms in the review:,"O Hotel é muito bem localizado,perto do Central Park,Times Square,5ª avenida,reustaurantes e perto de várias estações de metrô.",hotel
Please extract the aspect terms in the review:,"Quartos limpos com bom tamanho,roupa de cama ótima,cama confortável.",quarto [ssep] roupa de cama [ssep] cama
Please extract the aspect terms in the review:,O banho é muito bom  Café da manhã fraco se comparado aos do Brasil e sempre igual  Internet free nos quartos.,café da manhã [ssep] internet
Please extract the aspect terms in the review:,Preço caro como todos hotéis em NY.,preço
Please extract the aspect terms in the review:,Superou expectativas.,Ningún aspecto
Please extract the aspect terms in the review:,"Excelente Localização, Bem organizado, instalações novas e bem conservadas.",localização [ssep] instalações
Please extract the aspect terms in the review:,"Estive com minha esposa e filhos de 8 e 4 anos, e voltariamos com certeza ao mesmo hotel.",hotel
Please extract the aspect terms in the review:,"Preço um pouco elevado, mas dentro dos padrões normais para NY, e principalmente por sua localização privilegiada.",preço
Please extract the aspect terms in the review:,Muito bem limpo e confortável.,Ningún aspecto
Please extract the aspect terms in the review:,"Próximo a estação de metrô, Times Square, Broadway, 5th Av, etc...",Ningún aspecto
Please extract the aspect terms in the review:,"O Hotel está muito bem localizado, perto de metrô, bistrôs e um forte comércio local.",hotel
Please extract the aspect terms in the review:,"O hotel é pequeno, mas bem ajeitado, com um café da manhã muito bom.",café da manhã
Please extract the aspect terms in the review:,"Nos hospedamos eu e minha esposa em outubro de 2010, por conta de nossa Lua de Mel, fomos muito bem recebidos pela Cristina, nos deu dicas maravilhosas;",Ningún aspecto
